,Njogador,Temporada,Time,Adv,C_F,Jogador,Min,Pts_C,Pts_T,Pts_3_C,Pts_3_T,Pts_2_C,Pts_2_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
2750,1,19,Corinthians,Pinheiros,1,Fuller,25:3,13,40,1,6,3,8,4,6,0,2,2,1,0,0,1,3,0,0
2751,2,19,Corinthians,Pinheiros,1,Wesley,22:1,10,24,0,1,5,10,0,1,2,1,3,1,1,0,1,2,1,2
2752,3,19,Corinthians,Pinheiros,1,Nesbitt,26:1,9,12,1,2,3,3,0,0,1,4,5,2,0,0,4,2,0,0
2753,4,19,Corinthians,Pinheiros,1,Vezaro,23:6,8,18,2,4,1,3,0,0,1,3,4,0,2,0,1,0,1,0
2754,5,19,Corinthians,Pinheiros,1,Fischer,24:4,8,23,0,2,2,6,4,5,1,2,3,8,1,0,3,4,2,0
2755,6,19,Corinthians,Pinheiros,1,Pecos,15:6,5,16,1,4,1,2,0,0,0,1,1,4,1,0,0,0,1,0
2756,7,19,Corinthians,Pinheiros,1,Douglas Santos,4:8,4,4,0,0,2,2,0,0,1,0,1,0,0,0,1,1,1,0
2757,8,19,Corinthians,Pinheiros,1,Johnson,15:7,4,7,0,0,1,2,2,3,2,3,5,0,0,2,4,3,4,0
2758,9,19,Corinthians,Pinheiros,1,Teichmann,11:1,2,2,0,0,1,1,0,0,1,3,4,4,3,1,5,0,0,0
2759,10,19,Corinthians,Pinheiros,1,Von Haydin,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2760,11,19,Corinthians,Pinheiros,1,Humberto,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2761,12,19,Corinthians,Pinheiros,1,Equipe,0:0,81,172,7,23,24,43,12,17,13,24,37,21,8,3,24,16,16,2
2762,0,19,Pinheiros,Corinthians,2,Bennett,35:7,22,37,0,2,9,13,4,5,1,2,3,2,1,0,3,3,1,0
2763,1,19,Pinheiros,Corinthians,2,C. Torres,16:5,17,32,1,2,7,13,0,0,4,3,7,3,1,0,1,0,3,0
2764,2,19,Pinheiros,Corinthians,2,Dawkins,37:3,13,27,2,5,2,4,3,4,2,5,7,3,1,0,1,3,1,0
2765,3,19,Pinheiros,Corinthians,2,Toledo,25:4,12,26,0,0,4,10,4,6,3,2,5,1,0,1,1,7,1,0
2766,4,19,Pinheiros,Corinthians,2,Betinho,22:7,9,23,1,4,2,4,2,3,1,2,3,1,0,0,2,5,4,0
2767,5,19,Pinheiros,Corinthians,2,L. Cauê,14:7,6,19,0,0,2,7,2,5,2,1,3,0,0,1,0,3,1,0
2768,6,19,Pinheiros,Corinthians,2,Scaglia,14:3,3,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2769,7,19,Pinheiros,Corinthians,2,D. Souza,0:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2770,8,19,Pinheiros,Corinthians,2,Buffat,10:3,0,3,0,1,0,0,0,0,1,2,3,1,2,1,4,0,0,0
2771,9,19,Pinheiros,Corinthians,2,A. Ludwig,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2772,10,19,Pinheiros,Corinthians,2,Ware,23:2,0,10,0,2,0,2,0,0,1,4,5,0,2,0,5,0,3,0
2773,11,19,Pinheiros,Corinthians,2,G. Campos,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2774,12,19,Pinheiros,Corinthians,2,Equipe,0:0,82,183,5,18,26,53,15,23,17,24,41,11,7,3,17,21,14,0
2775,0,19,Basq. Cearense,Mogi,1,Rashaun,26:3,16,30,2,6,4,5,2,2,3,4,7,1,0,0,5,3,3,0
2776,1,19,Basq. Cearense,Mogi,1,Davis,27:1,13,39,3,11,1,2,2,2,0,3,3,1,1,0,2,0,1,0
2777,2,19,Basq. Cearense,Mogi,1,Vinicius,22:0,11,23,0,1,2,4,7,10,0,2,2,0,1,0,4,8,1,1
2778,3,19,Basq. Cearense,Mogi,1,Alex,37:7,10,42,1,10,3,4,1,4,1,2,3,6,2,0,0,5,1,0
2779,4,19,Basq. Cearense,Mogi,1,Sualisson,24:1,7,19,1,3,2,5,0,0,4,4,8,0,3,1,5,0,2,1
2780,5,19,Basq. Cearense,Mogi,1,Brite,19:1,5,17,1,3,1,4,0,0,1,1,2,3,0,0,2,1,1,0
2781,6,19,Basq. Cearense,Mogi,1,Cauê,22:1,3,25,1,7,0,2,0,0,3,4,7,2,1,2,5,0,0,0
2782,7,19,Basq. Cearense,Mogi,1,Mathias,18:0,2,7,0,1,1,2,0,0,1,2,3,1,1,0,3,0,1,0
2783,8,19,Basq. Cearense,Mogi,1,Gabriel,3:6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2784,9,19,Basq. Cearense,Mogi,1,Armani,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2785,10,19,Basq. Cearense,Mogi,1,J. Gabriel,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786,11,19,Basq. Cearense,Mogi,1,Equipe,0:0,67,205,9,43,14,28,12,18,16,28,44,14,9,3,26,17,11,2
2787,0,19,Mogi,Basq. Cearense,2,André Goes,36:5,18,46,1,6,7,12,1,4,2,7,9,3,1,0,2,4,3,0
2788,1,19,Mogi,Basq. Cearense,2,Fuzaro,38:6,13,19,0,0,2,4,9,11,2,3,5,2,2,0,2,9,4,0
2789,2,19,Mogi,Basq. Cearense,2,Fabricio,26:2,12,18,4,6,0,0,0,0,1,7,8,0,1,0,3,0,1,0
2790,3,19,Mogi,Basq. Cearense,2,Lucas,16:9,10,26,2,4,1,5,2,4,0,0,0,1,0,0,0,2,0,0
2791,4,19,Mogi,Basq. Cearense,2,Gruber,27:9,8,23,0,3,3,6,2,2,0,4,4,2,0,0,4,4,3,0
2792,5,19,Mogi,Basq. Cearense,2,Paranhos,30:3,7,15,0,0,3,5,1,3,4,13,17,2,4,0,3,5,6,1
2793,6,19,Mogi,Basq. Cearense,2,Lessa,15:2,3,15,0,3,1,2,1,2,0,1,1,0,0,0,2,1,0,0
2794,7,19,Mogi,Basq. Cearense,2,Ziggy,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795,8,19,Mogi,Basq. Cearense,2,Alex,7:9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2796,9,19,Mogi,Basq. Cearense,2,Colina,0:5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2797,10,19,Mogi,Basq. Cearense,2,Equipe,0:0,71,162,7,22,17,34,16,26,10,36,46,10,8,0,18,26,18,1
2798,0,19,Bauru,São Paulo,1,Faggiano,37:9,16,36,4,8,2,6,0,0,0,4,4,4,0,0,3,4,2,0
2799,1,19,Bauru,São Paulo,1,Crescenzi,31:3,15,32,4,9,1,2,1,1,0,5,5,1,2,0,4,3,0,0
2800,2,19,Bauru,São Paulo,1,Renato,30:8,12,22,2,4,3,5,0,0,0,6,6,5,1,0,4,0,2,0
2801,3,19,Bauru,São Paulo,1,Brito,35:4,12,23,2,3,3,7,0,0,1,4,5,3,1,0,0,1,0,0
2802,4,19,Bauru,São Paulo,1,Gabriel Jaú,29:8,9,29,0,4,4,7,1,3,0,7,7,3,1,0,4,3,3,0
2803,5,19,Bauru,São Paulo,1,Pará,15:4,4,8,1,2,0,0,1,2,1,3,4,0,0,0,1,1,2,0
2804,6,19,Bauru,São Paulo,1,Malachias,3:2,2,4,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0
2805,7,19,Bauru,São Paulo,1,Emanuel,9:3,0,2,0,0,0,1,0,0,2,1,3,2,0,0,0,0,0,0
2806,8,19,Bauru,São Paulo,1,Mendes,7:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2807,9,19,Bauru,São Paulo,1,Larry,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2808,10,19,Bauru,São Paulo,1,Equipe,0:0,70,156,13,30,14,30,3,6,6,30,36,18,5,0,17,12,10,0
2809,0,19,São Paulo,Bauru,2,Shamell,34:1,21,41,2,7,5,7,5,6,0,4,4,4,1,0,0,5,0,0
2810,1,19,São Paulo,Bauru,2,Léo Meindl,35:4,18,39,2,5,5,11,2,2,1,6,7,1,1,0,5,2,1,0
2811,2,19,São Paulo,Bauru,2,Georginho,36:2,13,23,3,5,2,4,0,0,1,4,5,5,1,0,1,1,1,0
2812,3,19,São Paulo,Bauru,2,Renan,31:8,6,11,2,3,0,1,0,0,1,4,5,2,2,0,2,2,1,0
2813,4,19,São Paulo,Bauru,2,Kurtz,17:7,6,10,0,0,2,3,2,4,0,2,2,1,0,1,1,3,0,1
2814,5,19,São Paulo,Bauru,2,Jones,10:6,5,11,0,1,1,2,3,4,0,3,3,0,0,0,1,2,1,0
2815,6,19,São Paulo,Bauru,2,Cassiano,3:8,2,5,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0
2816,7,19,São Paulo,Bauru,2,Jefferson,22:7,2,25,0,7,1,2,0,0,0,3,3,3,1,0,1,1,0,0
2817,8,19,São Paulo,Bauru,2,Igor,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2818,9,19,São Paulo,Bauru,2,Danilo,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2819,10,19,São Paulo,Bauru,2,Murilo,7:7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2820,11,19,São Paulo,Bauru,2,Mamedes,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2821,12,19,São Paulo,Bauru,2,Equipe,0:0,73,165,9,29,17,31,12,16,6,29,35,16,6,1,12,17,7,1
2822,0,19,UNIFACISA,Brasília,1,Barnes,29:6,18,47,3,7,2,10,5,6,0,2,2,8,0,0,3,3,2,0
2823,1,19,UNIFACISA,Brasília,1,Miller,25:9,14,17,4,5,1,1,0,0,0,2,2,0,1,0,2,0,1,0
2824,2,19,UNIFACISA,Brasília,1,João Vitor,30:2,12,21,0,1,5,7,2,4,3,14,17,1,0,4,2,3,1,2
2825,3,19,UNIFACISA,Brasília,1,Nicolas Ronsini,18:5,11,16,3,4,1,2,0,0,0,1,1,1,1,0,3,1,1,0
2826,4,19,UNIFACISA,Brasília,1,Gabriel,23:1,10,18,0,2,3,4,4,4,1,2,3,1,3,0,2,3,1,0
2827,5,19,UNIFACISA,Brasília,1,Pezão,12:5,9,14,1,2,1,2,4,4,1,3,4,2,0,0,3,2,0,0
2828,6,19,UNIFACISA,Brasília,1,Douglas Nunes,31:0,8,20,2,4,1,4,0,0,1,4,5,0,1,0,0,0,2,0
2829,7,19,UNIFACISA,Brasília,1,Gemadinha,23:0,7,20,1,4,1,3,2,2,0,1,1,2,2,0,4,3,2,0
2830,8,19,UNIFACISA,Brasília,1,Antonio,6:3,2,2,0,0,1,1,0,0,0,0,0,0,1,0,2,2,1,0
2831,9,19,UNIFACISA,Brasília,1,Paulo Nery,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2832,10,19,UNIFACISA,Brasília,1,R. Piru,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2833,11,19,UNIFACISA,Brasília,1,Equipe,0:0,91,175,14,29,16,34,17,20,8,31,39,15,9,4,21,17,12,2
2834,0,19,Brasília,UNIFACISA,2,Arthur,31:5,16,32,2,4,5,10,0,0,2,6,8,1,0,0,3,1,3,0
2835,1,19,Brasília,UNIFACISA,2,Ronald,35:8,16,40,0,1,6,15,4,7,3,6,9,2,0,0,3,5,2,0
2836,2,19,Brasília,UNIFACISA,2,Rafa Moreira,32:0,10,27,1,4,3,7,1,1,0,3,3,0,2,0,3,2,0,0
2837,3,19,Brasília,UNIFACISA,2,Gui Santos,34:2,10,19,0,1,2,5,6,6,5,2,7,3,0,0,2,4,2,0
2838,4,19,Brasília,UNIFACISA,2,Nezinho,33:9,8,33,0,5,4,9,0,0,0,6,6,11,2,0,3,5,5,0
2839,5,19,Brasília,UNIFACISA,2,Pedrinho Rava,14:0,6,9,1,1,0,1,3,4,0,1,1,0,0,0,0,3,1,0
2840,6,19,Brasília,UNIFACISA,2,B. Fiorotto,11:0,6,9,0,0,3,4,0,1,1,2,3,1,1,0,1,1,0,0
2841,7,19,Brasília,UNIFACISA,2,José Carlos,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2842,8,19,Brasília,UNIFACISA,2,Marcelão,1:2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,9,19,Brasília,UNIFACISA,2,Gui Bento,6:2,0,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
2844,10,19,Brasília,UNIFACISA,2,Gabriel,0:3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2845,11,19,Brasília,UNIFACISA,2,Equipe,0:0,72,171,4,16,23,52,14,19,13,27,40,18,5,0,17,21,13,0
2846,0,19,Botafogo,Rio Claro,1,Jamaal,34:0,19,36,5,10,2,3,0,0,0,4,4,4,0,0,2,4,2,0
2847,1,19,Botafogo,Rio Claro,1,Diego,26:2,17,29,3,5,2,5,4,4,0,4,4,2,4,0,2,5,2,0
2848,2,19,Botafogo,Rio Claro,1,Du Sommer,32:2,13,19,2,2,3,6,1,1,0,4,4,3,1,2,2,2,1,1
2849,3,19,Botafogo,Rio Claro,1,Lucas,10:8,12,21,1,2,4,7,1,1,2,0,2,0,2,0,3,1,0,1
2850,4,19,Botafogo,Rio Claro,1,Coelho,22:3,11,18,1,2,2,4,4,4,1,0,1,6,2,0,4,3,0,0
2851,5,19,Botafogo,Rio Claro,1,Arthur,15:0,6,15,0,3,3,3,0,0,2,1,3,3,0,0,1,0,1,0
2852,6,19,Botafogo,Rio Claro,1,Mogi,17:6,5,10,1,2,0,1,2,2,1,3,4,1,0,0,4,1,0,0
2853,7,19,Botafogo,Rio Claro,1,Freddie,7:1,5,11,1,1,0,2,2,2,1,2,3,0,1,1,4,2,1,0
2854,8,19,Botafogo,Rio Claro,1,Cauê,24:4,2,18,0,4,1,3,0,0,1,3,4,1,1,0,3,3,1,0
2855,9,19,Botafogo,Rio Claro,1,Wesley,3:8,2,2,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0
2856,10,19,Botafogo,Rio Claro,1,Paulinho,5:2,0,10,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2857,11,19,Botafogo,Rio Claro,1,Jackson,1:6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2858,12,19,Botafogo,Rio Claro,1,Equipe,0:0,92,192,14,34,18,37,14,14,10,24,34,21,12,3,27,23,8,2
2859,0,19,Rio Claro,Botafogo,2,Gerson,33:5,20,27,0,0,7,9,6,9,2,6,8,3,0,0,3,7,1,3
2860,1,19,Rio Claro,Botafogo,2,Baxley,18:7,19,28,2,2,2,6,9,10,0,1,1,1,0,0,2,5,1,0
2861,2,19,Rio Claro,Botafogo,2,Pedro,26:1,13,24,2,4,2,4,3,4,0,1,1,2,0,0,2,4,1,0
2862,3,19,Rio Claro,Botafogo,2,Enzo,28:3,11,25,3,7,0,0,2,4,0,5,5,0,0,0,4,5,1,0
2863,4,19,Rio Claro,Botafogo,2,Pastor,18:2,4,8,0,0,2,4,0,0,0,2,2,1,2,0,2,1,3,0
2864,5,19,Rio Claro,Botafogo,2,Ansaloni,22:0,3,12,0,1,0,3,3,3,1,5,6,2,0,0,3,1,4,0
2865,6,19,Rio Claro,Botafogo,2,Sahdi,22:4,2,8,0,2,0,0,2,2,0,1,1,5,1,0,2,3,6,0
2866,7,19,Rio Claro,Botafogo,2,Figueroa,18:2,0,2,0,0,0,1,0,0,0,3,3,4,0,0,2,1,2,0
2867,8,19,Rio Claro,Botafogo,2,Lelê,1:5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2868,9,19,Rio Claro,Botafogo,2,Lucão,4:9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2869,10,19,Rio Claro,Botafogo,2,Thiaguinho,6:4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0
2870,11,19,Rio Claro,Botafogo,2,Equipe,0:0,72,134,7,16,13,27,25,32,3,29,32,19,3,0,23,27,20,3
2871,0,19,Sesi Franca,Flamengo,1,David Jackson,34:9,26,39,2,5,8,10,4,4,0,3,3,2,1,0,3,5,0,0
2872,1,19,Sesi Franca,Flamengo,1,Hettsheimeir,30:9,18,31,0,4,5,5,8,9,2,3,5,1,0,2,3,7,2,1
2873,2,19,Sesi Franca,Flamengo,1,Elinho,28:4,11,25,1,5,4,5,0,0,0,2,2,2,1,0,4,0,2,0
2874,3,19,Sesi Franca,Flamengo,1,Lucas Dias,36:7,8,30,0,2,4,12,0,0,3,5,8,3,0,0,2,5,0,1
2875,4,19,Sesi Franca,Flamengo,1,Schattmann,19:1,6,15,1,1,0,4,3,4,0,6,6,1,0,0,2,2,0,0
2876,5,19,Sesi Franca,Flamengo,1,Guilherme,11:1,4,6,0,0,2,3,0,0,1,1,2,0,0,0,3,0,1,0
2877,6,19,Sesi Franca,Flamengo,1,Parodi,15:4,3,13,1,3,0,1,0,2,1,2,3,2,0,0,2,2,2,0
2878,7,19,Sesi Franca,Flamengo,1,Jimmy,22:6,2,13,0,1,1,5,0,0,0,2,2,1,0,0,1,0,0,0
2879,8,19,Sesi Franca,Flamengo,1,Guilherme,0:4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2880,9,19,Sesi Franca,Flamengo,1,Márcio,0:4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2881,10,19,Sesi Franca,Flamengo,1,Adyel,0:1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2882,11,19,Sesi Franca,Flamengo,1,Edu Marília,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2883,12,19,Sesi Franca,Flamengo,1,Equipe,0:0,78,175,5,22,24,45,15,19,10,29,39,12,2,2,22,21,8,2
2884,0,19,Flamengo,Sesi Franca,2,Zach Graham,27:6,16,25,2,4,2,3,6,7,0,0,0,3,1,0,1,3,1,0
2885,1,19,Flamengo,Sesi Franca,2,Olivinha,27:9,13,28,3,6,2,5,0,0,1,1,2,1,0,0,3,1,0,0
2886,2,19,Flamengo,Sesi Franca,2,Jhonatan,18:7,11,19,3,5,1,2,0,0,0,2,2,1,0,0,4,1,0,0
2887,3,19,Flamengo,Sesi Franca,2,Marquinhos,24:2,11,26,3,8,1,1,0,0,0,5,5,1,0,1,2,1,2,0
2888,4,19,Flamengo,Sesi Franca,2,Deryk,20:9,8,25,2,6,0,1,2,5,1,3,4,5,2,0,2,4,0,0
2889,5,19,Flamengo,Sesi Franca,2,Balbi,31:0,7,25,1,5,1,4,2,2,0,5,5,6,1,0,2,4,1,0
2890,6,19,Flamengo,Sesi Franca,2,Vargas,17:5,7,9,0,0,2,2,3,5,0,3,3,1,0,1,1,3,0,0
2891,7,19,Flamengo,Sesi Franca,2,Mineiro,24:2,5,13,0,1,2,4,1,2,1,3,4,1,0,0,5,3,3,0
2892,8,19,Flamengo,Sesi Franca,2,Demétrio,7:0,4,10,0,1,1,2,2,3,1,3,4,0,0,0,1,2,0,0
2893,9,19,Flamengo,Sesi Franca,2,Black,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2894,10,19,Flamengo,Sesi Franca,2,Matheusinho,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2895,11,19,Flamengo,Sesi Franca,2,Pedro Nunes,1:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2896,12,19,Flamengo,Sesi Franca,2,Equipe,0:0,82,180,14,36,12,24,16,24,5,27,32,19,4,2,21,22,11,0
2897,0,19,São José,Minas,1,Rafael,27:6,17,30,0,3,6,8,5,5,1,5,6,4,3,0,3,4,2,1
2898,1,19,São José,Minas,1,Lupa,29:7,15,20,0,1,6,7,3,3,1,3,4,3,1,0,3,2,2,0
2899,2,19,São José,Minas,1,Mariani,27:6,13,30,1,4,0,4,10,10,0,3,3,4,0,0,3,4,0,0
2900,3,19,São José,Minas,1,Ambrosino,16:2,13,19,2,3,2,3,3,4,1,2,3,0,0,1,3,2,3,0
2901,4,19,São José,Minas,1,Eugeniusz,16:1,10,22,0,2,4,6,2,4,0,1,1,0,2,0,4,4,2,0
2902,5,19,São José,Minas,1,Figueredo,30:4,9,20,1,4,3,4,0,0,1,1,2,4,0,0,0,2,2,0
2903,6,19,São José,Minas,1,L. Eltink,24:9,8,11,2,3,1,1,0,0,1,1,2,3,0,0,0,6,0,0
2904,7,19,São José,Minas,1,Duda,21:0,7,13,1,3,1,1,2,2,0,2,2,1,1,0,2,1,0,0
2905,8,19,São José,Minas,1,Conceição,6:6,1,6,0,0,0,2,1,2,0,1,1,0,0,2,3,1,0,0
2906,9,19,São José,Minas,1,Daniel,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907,10,19,São José,Minas,1,Vitor,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2908,11,19,São José,Minas,1,Guirro,0:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,12,19,São José,Minas,1,Equipe,0:0,93,171,7,23,23,36,26,30,6,21,27,19,7,3,22,26,12,1
2910,0,19,Minas,São José,2,Alex,32:2,19,41,2,6,4,9,5,5,1,4,5,12,2,1,0,2,2,0
2911,1,19,Minas,São José,2,Scott,20:5,19,29,0,0,7,11,5,7,6,3,9,3,0,0,4,7,1,1
2912,2,19,Minas,São José,2,Tyrone,28:2,17,33,3,7,2,4,4,4,2,4,6,2,1,0,2,2,1,0
2913,3,19,Minas,São José,2,Deodato,25:0,14,35,4,9,1,3,0,2,1,4,5,1,0,1,3,2,1,0
2914,4,19,Minas,São José,2,Davi,31:0,13,20,2,4,3,3,1,2,0,1,1,3,2,0,2,2,2,0
2915,5,19,Minas,São José,2,Shilton,19:5,10,12,0,0,4,5,2,2,2,2,4,0,1,0,4,1,1,0
2916,6,19,Minas,São José,2,Queiroz,11:8,9,13,2,3,1,1,1,2,1,4,5,0,0,0,3,1,0,0
2917,7,19,Minas,São José,2,Alexei,22:0,5,10,0,0,1,3,3,4,1,1,2,0,0,0,5,3,1,1
2918,8,19,Minas,São José,2,Jackson Jr,9:8,3,12,1,4,0,0,0,0,0,1,1,1,0,0,3,1,1,0
2919,9,19,Minas,São José,2,Leandrinho,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2920,10,19,Minas,São José,2,Equipe,0:0,109,205,14,33,23,39,21,28,18,26,44,22,6,2,27,21,10,2
2921,0,19,Basq. Cearense,Brasília,1,Sualisson,30:3,19,30,0,2,6,8,7,8,3,5,8,2,3,1,4,5,1,1
2922,1,19,Basq. Cearense,Brasília,1,Rashaun,26:5,18,32,3,6,4,6,1,2,1,5,6,3,4,0,1,4,0,1
2923,2,19,Basq. Cearense,Brasília,1,Davis,22:9,17,28,2,5,3,4,5,5,1,0,1,3,0,0,1,4,0,0
2924,3,19,Basq. Cearense,Brasília,1,Alex,22:7,14,27,2,5,2,3,4,6,2,4,6,1,0,0,1,3,1,0
2925,4,19,Basq. Cearense,Brasília,1,Brite,21:8,11,24,1,4,4,6,0,0,1,2,3,1,2,0,1,0,3,0
2926,5,19,Basq. Cearense,Brasília,1,Armani,5:0,4,11,1,3,0,0,1,2,1,2,3,0,0,0,2,2,2,0
2927,6,19,Basq. Cearense,Brasília,1,Mathias,24:7,4,8,0,0,1,3,2,2,1,3,4,0,2,0,5,2,3,0
2928,7,19,Basq. Cearense,Brasília,1,Gabriel,6:0,2,7,0,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0
2929,8,19,Basq. Cearense,Brasília,1,Vinicius,18:4,2,10,0,0,1,4,0,2,0,4,4,1,0,0,2,2,3,0
2930,9,19,Basq. Cearense,Brasília,1,Bruninho,1:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2931,10,19,Basq. Cearense,Brasília,1,J. Gabriel,1:7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2932,11,19,Basq. Cearense,Brasília,1,Cauê,19:1,0,5,0,1,0,1,0,0,2,5,7,3,1,0,3,0,0,0
2933,12,19,Basq. Cearense,Brasília,1,Equipe,0:0,91,182,9,27,22,37,20,27,15,33,48,14,12,1,22,23,16,2
2934,0,19,Brasília,Basq. Cearense,2,Arthur,23:7,15,24,1,4,6,6,0,0,0,1,1,0,1,0,3,3,1,0
2935,1,19,Brasília,Basq. Cearense,2,Ronald,28:9,8,23,0,2,4,8,0,1,3,4,7,0,0,1,2,3,2,0
2936,2,19,Brasília,Basq. Cearense,2,Gui Santos,26:6,6,21,0,1,1,7,4,4,1,3,4,1,1,0,5,2,2,0
2937,3,19,Brasília,Basq. Cearense,2,Gui Bento,16:5,6,15,1,3,0,1,3,4,1,1,2,3,0,0,2,2,2,0
2938,4,19,Brasília,Basq. Cearense,2,Marcelão,14:6,5,8,0,0,2,3,1,2,2,2,4,0,0,0,1,2,1,2
2939,5,19,Brasília,Basq. Cearense,2,Pedrinho Rava,23:4,5,22,1,2,0,7,2,2,1,2,3,3,2,1,2,1,1,0
2940,6,19,Brasília,Basq. Cearense,2,Nezinho,16:5,4,26,1,6,0,2,1,4,0,1,1,2,0,0,3,4,3,0
2941,7,19,Brasília,Basq. Cearense,2,Rafa Moreira,18:4,3,9,1,3,0,0,0,0,0,2,2,0,0,0,2,0,0,0
2942,8,19,Brasília,Basq. Cearense,2,Gabriel,12:2,2,12,0,3,1,1,0,1,0,1,1,0,4,0,0,3,1,0
2943,9,19,Brasília,Basq. Cearense,2,B. Fiorotto,13:2,2,9,0,1,1,2,0,2,1,2,3,1,1,1,3,2,2,0
2944,10,19,Brasília,Basq. Cearense,2,José Carlos,5:9,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2945,11,19,Brasília,Basq. Cearense,2,Equipe,0:0,56,172,5,26,15,37,11,20,13,21,34,10,9,3,23,22,17,2
2946,0,19,Bauru,Flamengo,1,Renato,37:4,16,34,2,6,5,8,0,0,1,5,6,0,0,0,3,1,3,1
2947,1,19,Bauru,Flamengo,1,Faggiano,34:2,15,29,1,4,4,6,4,5,0,6,6,3,2,0,0,8,4,0
2948,2,19,Bauru,Flamengo,1,Brito,28:1,15,24,2,4,4,5,1,2,1,0,1,2,2,0,3,1,3,1
2949,3,19,Bauru,Flamengo,1,Pará,25:7,8,19,2,3,1,5,0,0,1,2,3,2,1,0,3,1,2,0
2950,4,19,Bauru,Flamengo,1,Emanuel,8:1,4,4,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0
2951,5,19,Bauru,Flamengo,1,Mendes,10:1,3,6,1,2,0,0,0,0,2,1,3,1,0,0,3,0,1,0
2952,6,19,Bauru,Flamengo,1,Malachias,5:9,2,4,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0
2953,7,19,Bauru,Flamengo,1,Gabriel Jaú,24:9,2,13,0,1,1,4,0,2,1,6,7,1,1,0,2,1,4,0
2954,8,19,Bauru,Flamengo,1,Crescenzi,25:5,1,15,0,3,0,2,1,2,2,2,4,0,2,0,3,3,3,0
2955,9,19,Bauru,Flamengo,1,Larry,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956,10,19,Bauru,Flamengo,1,Equipe,0:0,66,148,8,23,18,34,6,11,10,22,32,9,8,0,18,15,20,2
